Angle,Intensity
0.0,1.0
0.9090909090909091,0.9974855615352856
1.8181818181818181,0.9899788617163904
2.727272727272727,0.9775888899559123
3.6363636363636362,0.960494464660509
4.545454545454545,0.9389400810850216
5.454545454545454,0.9132302821084002
6.363636363636363,0.8837227270892536
7.2727272727272725,0.850820172131552
8.181818181818182,0.8149616051133709
9.09090909090909,0.7766127996811836
10.0,0.7362565634746454
10.909090909090908,0.6943829569361668
11.818181818181818,0.6514797504163257
12.727272727272727,0.6080233695562461
13.636363636363637,0.5644705531203428
14.545454545454545,0.5212509148820216
15.454545454545453,0.47876056338016043
16.363636363636363,0.43735689206934036
17.272727272727273,0.39735460935596195
18.18181818181818,0.3590230350058059
19.09090909090909,0.3225846480926682
20.0,0.28821483353389055
20.90909090909091,0.256042740603588
21.818181818181817,0.22615313863512093
22.727272727272727,0.19858913312811263
23.636363636363637,0.17335559005747986
24.545454545454543,0.15042310742835283
25.454545454545453,0.1297323708270359
26.363636363636363,0.11119873342002846
27.272727272727273,0.09471686986911504
28.18181818181818,0.08016536711086159
29.09090909090909,0.06741113192947269
30.0,0.05631351470947273
30.909090909090907,0.046728069659539496
31.818181818181817,0.038509893164032596
32.72727272727273,0.03151650284183203
33.63636363636363,0.025610239588812554
34.54545454545455,0.020660192708906323
35.45454545454545,0.016543663714720148
36.36363636363636,0.013147197179738921
37.27272727272727,0.010367216986365694
38.18181818181818,0.008110313420528528
39.090909090909086,0.006293230926792377
40.0,0.004842608177534891
40.90909090909091,0.00369452172773878
41.81818181818182,0.00279388228159197
42.72727272727273,0.002093728877464923
43.63636363636363,0.0015544615002827317
44.54545454545455,0.001143047137731145
45.45454545454545,0.0008322284616454879
46.36363636363636,0.0005997584476588716
47.27272727272727,0.00042767860233144695
48.18181818181818,0.00030165324902997983
49.090909090909086,0.00021036767650288676
50.0,0.00014499396794657134
50.90909090909091,9.872504487094622e-05
51.81818181818181,6.637487862256029e-05
52.72727272727273,4.404090833676115e-05
53.63636363636363,2.8823397129269026e-05
54.54545454545455,1.8595681044894244e-05
55.45454545454545,1.1818930687449346e-05
56.36363636363636,7.395063803479427e-06
57.27272727272727,4.55173135383633e-06
58.18181818181818,2.7537696775184064e-06
59.090909090909086,1.6360969377920714e-06
60.0,9.536743164062542e-07
60.90909090909091,5.448046188648825e-07
61.81818181818181,3.046680706780162e-07
62.72727272727273,1.6657293685689312e-07
63.63636363636363,8.891242074819213e-08
64.54545454545455,4.6262106086822976e-08
65.45454545454545,2.3423066730804726e-08
66.36363636363636,1.1518148652110551e-08
67.27272727272727,5.489196113226604e-09
68.18181818181817,2.5291456533919058e-09
69.0909090909091,1.123558337886184e-09
70.0,4.797706681818553e-10
70.9090909090909,1.96227617684814e-10
71.81818181818181,7.656370448017991e-11
72.72727272727272,2.8366125316313818e-11
73.63636363636364,9.925233524493075e-12
74.54545454545455,3.2590479418503068e-12
75.45454545454545,9.96767885939403e-13
76.36363636363636,2.8142536543427377e-13
77.27272727272727,7.256132676292399e-14
78.18181818181817,1.6860942393140527e-14
79.0909090909091,3.4735605590505218e-15
80.0,6.214477217707789e-16
80.9090909090909,9.401961770607047e-17
81.81818181818181,1.1614584340236348e-17
82.72727272727272,1.1172653909432935e-18
83.63636363636364,7.830496102107213e-20
84.54545454545455,3.627393393044484e-21
85.45454545454545,9.549501235584482e-23
86.36363636363636,1.109332065051299e-24
87.27272727272727,3.538657149228102e-27
88.18181818181817,1.0686505941866274e-30
89.0909090909091,1.0217136610171503e-36
90.0,0.0
